Current Feedback,2,-,1000 V/µs,650MHz,-,4µA,500µV,9mA,130mA,5 V ~ 12 V* ±2.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,5500 V/µs,1GHz,-,50µA,2mV,16mA,175mA,5 V ~ 12 V* ±2.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,5500 V/µs,-,1GHz,50µA,2mV,16mA,175mA,5 V ~ 12 V* ±2.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,3500 V/µs,400MHz,-,5µA,2mV,1.3mA,30mA,3 V ~ 12 V* ±1.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,4600 V/µs,-,480MHz,5µA,2mV,1.15mA,50mA,4.5 V ~ 12 V* ±2.25 V ~ 6 V,-40°C ~ 85°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
Transimpedance,1,Differential,-,240MHz,-,-,-,25mA,-,4.5 V ~ 11 V* ±2.25 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,1,-,460 V/µs,-,560MHz,7.5µA,400µV,7.8mA,70mA,4.5 V ~ 24 V* ±2.25 V ~ 12 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,4,-,390 V/µs,-,200MHz,1µA,2mV,16mA,50mA,5 V ~ 24 V* ±2.5 V ~ 12 V,-40°C ~ 85°C,Surface Mount,"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Voltage Feedback,1,Rail-to-Rail,35 V/µs,-,80MHz,450nA,1mV,900µA,15mA,2.7 V ~ 12 V* ±1.35 V ~ 6 V,-40°C ~ 85°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
Voltage Feedback,1,Rail-to-Rail,35 V/µs,-,80MHz,450nA,1mV,900µA,15mA,2.7 V ~ 12 V* ±1.35 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,Rail-to-Rail,35 V/µs,80MHz,-,450nA,1mV,900µA,15mA,2.7 V ~ 12 V* ±1.35 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,1,-,1500 V/µs,270MHz,-,3µA,2mV,18.5mA,70mA,±3 V ~ 6 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Voltage Feedback,1,-,425 V/µs,-,350MHz,400pA,500µV,1mA,-,3 V ~ 12 V* ±1.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,Rail-to-Rail,225 V/µs,170MHz,-,1.2µA,3mV,6mA,50mA,3 V ~ 12 V* ±1.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,4,Rail-to-Rail,190 V/µs,160MHz,-,2µA,1.4mV,11.5mA,30mA,3 V ~ 12 V* ±1.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
Voltage Feedback,1,-,750 V/µs,-,250MHz,1µA,1mV,5.8mA,50mA,6 V ~ 12 V* ±3 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,1,-,1000 V/µs,-,260MHz,1µA,1mV,5.9mA,50mA,6 V ~ 12 V* ±3 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,1,-,1400 V/µs,300MHz,-,400nA,3mV,5.4mA,60mA,8 V ~ 12 V* ±4 V ~ 6 V,-40°C ~ 125°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Voltage Feedback,1,-,1400 V/µs,-,300MHz,400nA,3mV,5.4mA,60mA,8 V ~ 12 V* ±4 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,-,1400 V/µs,300MHz,-,400nA,3mV,5.4mA,60mA,8 V ~ 12 V* ±4 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,-,1150 V/µs,325MHz,-,500nA,1mV,14mA,-,3 V ~ 12 V* ±1.5 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,Rail-to-Rail,650 V/µs,320MHz,-,3.5µA,1mV,6.8mA,50mA,2.7 V ~ 8 V* ±1.35 V ~ 4 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Voltage Feedback,1,Rail-to-Rail,180 V/µs,145MHz,-,3pA,400µV,6.6mA,30mA,5 V ~ 24 V* ±2.5 V ~ 12 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,1,Rail-to-Rail,640 V/µs,-,54MHz,0.6pA,200µV,6.6mA,26mA,5 V ~ 24 V* ±2.5 V ~ 12 V,-40°C ~ 85°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
Differential,1,Differential,1200 V/µs,-,360MHz,3µA,1mV,12mA,70mA,2.7 V ~ 11 V* ±1.35 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Differential,1,Differential* Rail-to-Rail,450 V/µs,-,110MHz,500nA,700µV,3.2mA,20mA,2.7 V ~ 12 V* ± 2.7 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Differential,1,Differential* Rail-to-Rail,800 V/µs,-,410MHz,2.25µA,150µV,24.5mA,100mA,4.5 V ~ 12 V* ±2.25 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width) Exposed Pad",8-SOIC-EP
General Purpose,1,-,350 V/µs,50MHz,50MHz,3.3µA,500µV,7mA,50mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,1,-,350 V/µs,50MHz,50MHz,3.3µA,500µV,7mA,50mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,1,Rail-to-Rail,3 V/µs,1.8MHz,1.9MHz,2pA,400µV,700µA,20mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
J-FET,1,Rail-to-Rail,3 V/µs,1.9MHz,-,2pA,400µV,700µA,20mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
J-FET,1,Rail-to-Rail,3 V/µs,1.9MHz,-,2pA,300µV,700µA,20mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,Rail-to-Rail,2 V/µs,-,1.5MHz,25pA,250µV,750µA,15mA,4.5 V ~ 36 V* ±2.25 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Instrumentation,1,Rail-to-Rail,2 V/µs,-,1.5MHz,10pA,125µV,750µA,15mA,4.5 V ~ 36 V* ±2.25 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Instrumentation,1,Rail-to-Rail,2 V/µs,-,1.5MHz,25pA,250µV,750µA,15mA,4.5 V ~ 36 V* ±2.25 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Instrumentation,1,-,2 V/µs,-,825kHz,500pA,60µV,900µA,18mA,4.6 V ~ 36 V* ±2.3 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Instrumentation,1,-,2 V/µs,-,825kHz,200pA,25µV,900µA,18mA,4.6 V ~ 36 V* ±2.3 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,2,-,2 V/µs,-,1.2MHz,500pA,120µV,900µA,18mA,4.6 V ~ 36 V* ±2.3 V ~ 18 V,-40°C ~ 85°C,Surface Mount,16-VQFN Exposed Pad* CSP,16-LFCSP-VQ (4x4)
Instrumentation,2,Rail-to-Rail,2 V/µs,1.5MHz,-,10pA,175µV,750µA,15mA,4.5 V ~ 36 V* ±2.25 V ~ 18 V,-40°C ~ 85°C,Surface Mount,16-VQFN Exposed Pad* CSP,16-LFCSP-VQ (4x4)
General Purpose,2,Rail-to-Rail,3 V/µs,1.9MHz,1.9MHz,2pA,400µV,1.4mA,20mA,5 V ~ 30 V* ±2.5 V ~ 15 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
General Purpose,2,Rail-to-Rail,3 V/µs,1.9MHz,1.9MHz,2pA,300µV,1.4mA,20mA,5 V ~ 30 V* ±2.5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,3 V/µs,1.9MHz,-,2pA,800µV,1.4mA,20mA,5 V ~ 30 V* ±2.5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,2,Rail-to-Rail,1.1 V/µs,7MHz,-,250pA,4µV,4mA,70mA,3 V ~ 5 V* ±1.5 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,16-WQFN Exposed Pad* CSP,16-LFCSP-WQ (4x4)
Instrumentation,1,Rail-to-Rail,0.011 V/µs,-,23kHz,1pA,3.5mV,33µA,6mA,1.8 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
J-FET,2,Rail-to-Rail,25 V/µs,16MHz,-,5pA,700µV,7mA,17mA,3 V ~ 36 V* ±1.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,Push-Pull,25 V/µs,-,10MHz,5nA,70µV,4.1mA,37mA,±5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
Instrumentation,1,-,20 V/µs,-,10MHz,5nA,150µV,4.6mA,37mA,±5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
J-FET,1,-,140 V/µs,26MHz,46MHz,15pA,1mV,6.5mA,50mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,1,-,140 V/µs,26MHz,46MHz,15pA,1mV,6.5mA,50mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Variable Gain,4,Differential,380 V/µs,-,235MHz,5µA,-,99mA,-,±2.5 V ~ 5 V,-40°C ~ 105°C,Surface Mount,40-VFQFN Exposed Pad* CSP,40-LFCSP-VQ (6x6)
Programmable Gain,1,Rail-to-Rail,30 V/µs,15MHz,-,500nA,300µV,2.3mA,100mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
Differential,1,Rail-to-Rail,1.1 V/µs,550kHz,-,-,100µV,200µA,15mA,2 V ~ 36 V* ±2 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Sense,1,-,-,-,250kHz,100pA,-,1.2mA,-,2.6 V ~ 5.5 V* ±1.3 V ~ 2.75 V,-40°C ~ 85°C,Surface Mount,16-UFQFN Exposed Pad* CSP,16-LFCSP-UQ (3x3)
Variable Gain,1,Differential* Rail-to-Rail,1500 V/µs,-,150MHz,100nA,-,20mA,-,2.7 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"16-SSOP (0.154""* 3.90mm Width)",16-QSOP
Variable Gain,1,-,-,-,500MHz,27µA,-,26mA,-,2.7 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
Variable Gain,1,-,-,-,800MHz,-,-,60mA,-,4.5 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,24-VFQFN Exposed Pad* CSP,24-LFCSP-VQ (4x4)
Instrumentation,1,-,35 V/µs,-,10MHz,100pA,25µV,2mA,65mA,5 V ~ 36 V* ±2.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,-,22 V/µs,-,15MHz,300nA,150µV,6.7mA,35mA,±4 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,-,22 V/µs,-,15MHz,150nA,50µV,6.7mA,35mA,±4 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Current Feedback,1,-,2000 V/µs,60MHz,-,200pA,50µV,6.5mA,80mA,±4.5 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
,,,,,,,,,-,,,,,
J-FET,1,-,100 V/µs,16MHz,-,500pA,100µV,10mA,50mA,±4.75 V ~ 18 V,-40°C ~ 85°C,Through Hole,"8-CDIP (0.300""* 7.62mm)",8-CERDIP
J-FET,1,-,100 V/µs,16MHz,-,750pA,700µV,10mA,50mA,±4.75 V ~ 18 V,0°C ~ 70°C,Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Differential,1,Differential* Rail-to-Rail,50 V/µs,-,150MHz,-,-,3mA,110mA,3 V ~ 10 V* ±1.5 V ~ 5 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
Differential,1,Differential* Rail-to-Rail,50 V/µs,-,150MHz,-,-,3mA,110mA,3 V ~ 10 V* ±1.5 V ~ 5 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
General Purpose,1,Rail-to-Rail,8 V/µs,-,130kHz,-,500µV,550µA,55mA,±2.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,-,300 V/µs,50MHz,-,3.3µA,500µV,5.3mA,32mA,±4.5 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,Rail-to-Rail,0.004 V/µs,7kHz,-,1pA,235µV,750nA,5mA,1.8 V ~ 5.5 V* ±0.9 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,5-TSSOP* SC-70-5* SOT-353,SC-70-5
General Purpose,4,Rail-to-Rail,0.004 V/µs,7kHz,-,1pA,500µV,750nA,5mA,1.8 V ~ 5.5 V* ±0.9 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
J-FET,1,-,20 V/µs,8MHz,-,25pA,100µV,2.2mA,70mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
J-FET,4,-,20 V/µs,8MHz,-,25pA,100µV,2.2mA,70mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
General Purpose,1,Rail-to-Rail,2.9 V/µs,8MHz,-,300nA,600µV,600µA,25mA,2.7 V ~ 12 V* ±1.35 V ~ 6 V,-40°C ~ 125°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
General Purpose,2,Rail-to-Rail,2.9 V/µs,8MHz,-,300nA,600µV,600µA,25mA,2.7 V ~ 12 V* ±1.35 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,5 V/µs,3MHz,-,5pA,25mV,750µA,250mA,2.7 V ~ 6 V* ±1.35 V ~ 3 V,-40°C ~ 85°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,2,Rail-to-Rail,0.92 V/µs,1MHz,-,4pA,1mV,45µA,30mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,0.92 V/µs,1MHz,-,4pA,1mV,45µA,30mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,4,Rail-to-Rail,0.92 V/µs,1MHz,-,4pA,1mV,45µA,30mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
Zero-Drift,2,Rail-to-Rail,0.4 V/µs,1.5MHz,-,10pA,1mV,850µA,30mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Instrumentation,1,Rail-to-Rail,-,1kHz,-,400pA,120µV,1.1mA,35mA,1.8 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"10-TFSOP* 10-MSOP (0.118""* 3.00mm Width)",10-MSOP
Zero-Drift,1,Rail-to-Rail,0.4 V/µs,1.5MHz,-,10pA,1µV,850µA,30mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,16 V/µs,10MHz,-,25nA,10µV,5mA,52mA,9 V ~ 36 V* ±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,Rail-to-Rail,6 V/µs,8.4MHz,-,0.2pA,80µV,750µA,50mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
General Purpose,1,Rail-to-Rail,0.1 V/µs,400kHz,-,0.2pA,12µV,40µA,70mA,1.8 V ~ 5 V* ±0.9 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin* TSOT-23-5,TSOT-5
General Purpose,4,Rail-to-Rail,6 V/µs,8.4MHz,-,0.2pA,80µV,750µA,50mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
General Purpose,4,Rail-to-Rail,6 V/µs,8.4MHz,-,0.2pA,80µV,750µA,50mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"14-SOIC (0.154""* 3.90mm Width)",14-SO
General Purpose,1,Rail-to-Rail,5 V/µs,10MHz,-,0.2pA,80µV,1mA,80mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
General Purpose,2,Rail-to-Rail,5 V/µs,10MHz,-,0.2pA,80µV,1mA,80mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,2,Rail-to-Rail,5 V/µs,10MHz,-,0.2pA,80µV,1mA,80mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,4,Rail-to-Rail,0.1 V/µs,400kHz,-,0.2pA,12µV,40µA,70mA,1.8 V ~ 5 V* ±0.9 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
J-FET,1,-,60 V/µs,25MHz,-,3pA,85µV,3mA,45mA,±5 V ~ 13 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,1,Rail-to-Rail,12 V/µs,24MHz,-,0.2pA,23µV,1.7mA,150mA,2.7 V ~ 5.5 V* ±1.35 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,SOT-23-5 Thin* TSOT-23-5,TSOT-23-5
General Purpose,2,Rail-to-Rail,12 V/µs,24MHz,-,0.2pA,23µV,1.7mA,150mA,2.7 V ~ 5.5 V* ±1.35 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Feedback,2,Rail-to-Rail,0.48 V/µs,560kHz,-,45pA,10µV,215µA,40mA,±2.5 V ~ 15 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
J-FET,1,Rail-to-Rail,5 V/µs,5MHz,-,0.25pA,350µV,710µA,15mA,5 V ~ 26 V* ±2.5 V ~ 13 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Zero-Drift,1,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,30pA,1µV,850µA,30mA,2.7 V ~ 5 V* ±1.35 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,SC-74A* SOT-753,SOT-23-5
Zero-Drift,2,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,30pA,1µV,850µA,30mA,2.7 V ~ 5 V* ±1.35 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Zero-Drift,4,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,100pA,1µV,850µA,30mA,2.7 V ~ 5 V* ±1.35 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
Zero-Drift,1,Rail-to-Rail,2 V/µs,1.5MHz,-,1pA,3µV,1.25mA,37mA,5 V ~ 16 V* ±2.5 V ~ 8 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Zero-Drift,2,Rail-to-Rail,2 V/µs,1.5MHz,-,1pA,3µV,1.25mA,37mA,5 V ~ 16 V* ±2.5 V ~ 8 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,Rail-to-Rail,11 V/µs,28MHz,-,1pA,50µV,3.7mA,220mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,0.07 V/µs,200kHz,-,5pA,350µV,18µA,12mA,2.7 V ~ 18 V* ±1.35 V ~ 9 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,1,Rail-to-Rail,0.3 V/µs,540kHz,-,0.3pA,40µV,230µA,50mA,5 V ~ 16 V* ±2.5 V ~ 8 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,4,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"14-SOIC (0.154""* 3.90mm Width)",14-SOIC
General Purpose,4,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"14-TSSOP (0.173""* 4.40mm Width)",14-TSSOP
General Purpose,1,Rail-to-Rail,2.5 V/µs,10MHz,-,500pA,10µV,2.5mA,35mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,2.5 V/µs,10MHz,-,2nA,100µV,2.7mA,20mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
General Purpose,2,Rail-to-Rail,2.5 V/µs,10MHz,-,2nA,100µV,2.7mA,20mA,10 V ~ 36 V* ±5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,Rail-to-Rail,0.4 V/µs,1MHz,-,700pA,20µV,2.8mA,-,5 V ~ 30 V* ±2.5 V ~ 15 V,-40°C ~ 85°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,2,-,12 V/µs,6.5MHz,-,30nA,200µV,1.8mA,40mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
General Purpose,1,Rail-to-Rail,1.5 V/µs,3.5MHz,-,300pA,3µV,500µA,25mA,±2.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Zero-Drift,1,Rail-to-Rail,0.5 V/µs,4MHz,-,90pA,0.3µV,1.5mA,40mA,2.2 V ~ 5.5 V* ±1.1 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,8-WFDFN Exposed Pad* CSP,8-LFCSP-WD (3x3)
Zero-Drift,1,Rail-to-Rail,0.5 V/µs,4MHz,-,90pA,0.3µV,1.5mA,40mA,2.2 V ~ 5.5 V* ±1.1 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Zero-Drift,2,Rail-to-Rail,0.5 V/µs,3.4MHz,6.5MHz,125pA,0.3µV,1.5mA,40mA,2.2 V ~ 5.5 V* ±1.1 V ~ 2.75 V,-40°C ~ 125°C,Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Voltage Feedback,2,Rail-to-Rail,1.3 V/µs,3.6MHz,-,0.5pA,500µV,180µA,55mA,2.7 V ~ 5.5 V* ±1.35 V ~ 2.5 V,-40°C ~ 125°C,Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
